act-name,see,aka
"Mineral Revenue Payments Clarification Act of 2000	",,
Miner's Labor Lien Act (Alaska) ,,
"Minimum Wage and Hour Act	","See Fair Labor Standards Act of 1938	",
"Minimum Wage Increase Act of 1996	",,
Minimum Wage Law (District of Columbia) ,"See District of Columbia Minimum Wage Act	",
"Mining and Mineral Resources Institutes Act	",,
"Mining and Mineral Resources Research Institute Act of 1984	","Renamed Mining and Mineral Resources Institutes Act	",
"Mining and Mineral Resources Research Institute Amendments of 1988	",,
"Mining and Minerals Policy Act of 1970	",,
"Mining Claims Rights Restoration Act of 1955	",,
"Mining in the Parks Act	",,
"Mining Law of 1872	","See General Mining Act of 1872	",
"Minnesota Public Lands Improvement Act of 1990	",,
"Minnesota Valley National Wildlife Refuge Act	",,
"Minor and Technical Criminal Law Amendments Act of 1988	",,
"Minor Use and Minor Species Animal Health Act of 2004	",,
"Minority Health and Health Disparities Research and Education Act of 2000	",,
"Minority-Focused Civics Education Act of 1994	",,
"Minute Man National Historical Park Amendments of 1991	",,
"Minuteman Missile National Historic Site Establishment Act of 1999	",,
"Miscellaneous and Technical Immigration and Naturalization Amendments of 1991	",,
"Miscellaneous and Technical Social Security Act Amendments of 1989	",,
"Miscellaneous Appropriations Act, 2001	",,
"Miscellaneous Appropriations Act, 2003	",,
"Miscellaneous Appropriations and Offsets Act, 2004	",,
"Miscellaneous Appropriations and Offsets Act, 2005	",,
"Miscellaneous International Affairs Authorizations Act of 1988	",,
"Miscellaneous Revenue Act of 1980	",,
"Miscellaneous Revenue Act of 1982	",,
"Miscellaneous Trade and Technical Corrections Act of 1996	",,
"Miscellaneous Trade and Technical Corrections Act of 1999	",,
"Miscellaneous Trade and Technical Corrections Act of 2004	",,
"Miscellaneous Trade and Technical Corrections Act of 2006	",,
Missile Defense Act of 1991,,
Missing Children Act,,
Missing Children's Assistance Act,,
Missing Persons Act,,
"Missing, Exploited, and Runaway Children Protection Act",,
Mission Indian Relief Act of 1891,,
Mississippi Gulf Coast National Heritage Area Act,,
Mississippi National Forest Improvement Act of 1999,,
Mississippi National Forest Wilderness Act of 1984,,
Mississippi River Corridor Study Commission Act of 1989,,
Mississippi River Flood Control Act,"See Flood Control Act of 1928	",
Mississippi Sioux Tribes Judgment Fund Distribution Act of 1998,,
Missouri Compromise,,
Missouri Enabling Act,"See Missouri Compromise	",
Missouri River Protection and Improvement Act of 2000,,
Missouri River Restoration Act of 2000,,
Mitchell Act (Columbia River Basin Fishery Development),,
Miwaleta Park Expansion Act,,
Mixed Flour Act,,
Mni Wiconi Act Amendments of 1994,,
Mni Wiconi Project Act of 1988,,
Mobile Telecommunications Sourcing Act,,
Moccasin Bend National Archeological District Act,,
Model Secondary School for the Deaf Act,,
Mohegan Nation of Connecticut Land Claims Settlement Act of 1994,,
Moiety Act (Informers),See Anti-Moiety Act (Informers) ,
Mollie Beattie Wilderness Area Act,,
Monetary Act,,
Monetary Control Act of 1980,,
Money Laundering and Financial Crimes Strategy Act of 1998,,
Money Laundering Control Act of 1986,,
Money Laundering Prosecution Improvements Act of 1988,,
Money Laundering Suppression Act of 1994,,
Monopoly Appropriation Act,,
Monroe Doctrine Act,,
Montana National Forests Boundary Adjustment Act of 2004,,
Montana Wilderness Study Act of 1977,,
Montgomery GI Bill Act of 1984,,
Moratorium Act,"See Soldiers' and Sailors' Civil Relief Acts of 1918 and 1940	",
Morgan P. Hardiman Task Force on Missing and Exploited Children Act,,
Mormon Pioneer National Heritage Area Act,,
Morrill Act (Agricultural and Mechanical Colleges) ,,"Also known as the First Morrill Act	"
Morrill Act (Tariff),,
Morris Act (Chippewa Indians of Minnesota),,
Morris K. Udall and Stewart L. Udall Foundation Act,,
Morris K. Udall Parkinson's Disease Research Act of 1997,,
Morris K. Udall Scholarship and Excellence in National Environmental and Native American Public Policy Act of 1992,"Renamed Morris K. Udall and Stewart L. Udall Foundation Act	",
Morris K. Udall Scholarship and Excellence in National Environmental Policy Amendments Act of 2009,,
Morrison Act (Tariff),,
Mortgage Disclosure Improvement Act of 2008,,
Mortgage Forgiveness Debt Relief Act of 2007,,
Mortgage Purchase Amendments of 1981,,
Mortgage Reform and Anti-Predatory Lending Act,,
Mortgage Subsidy Bond Tax Act of 1980,,
Moses Agreement (Indian Land Patents),,
Mosquito Abatement for Safety and Health Act,,
Mosquito Craft Base Act,,
Mother's Day Act,,
Motor Boat Regulations Act,,
"Motor Carrier Act, 1935","Renamed part II of the Interstate Commerce Act	",
Motor Carrier Act of 1980,,
Motor Carrier Act of 1991,,
Motor Carrier Safety Act of 1984,,
Motor Carrier Safety Act of 1990,,
Motor Carrier Safety Improvement Act of 1999,,
Motor Carrier Safety Reauthorization Act of 2005,,
Motor Vehicle Air Pollution Control Act,"Renamed National Emission Standards Act	",
Motor Vehicle and Schoolbus Safety Amendments of 1974,,
Motor Vehicle Information and Cost Savings Act Amendments of 1976,,
Motor Vehicle Information and Cost Savings Act,,
Motor Vehicle Safety and Cost Savings Authorization Act of 1982,,
Motor Vehicle Safety Responsibility Act of the District of Columbia,,
Motor Vehicle Theft Law Enforcement Act of 1984,,
Motor Vehicle Theft Prevention Act,,
Motorboat Act of 1940,,
Mount Naomi Wilderness Boundary Adjustment Act,,
Mount Nebo Wilderness Boundary Adjustment Act,,
Mount Pleasant National Scenic Area Act,,
Mount Rainier National Park Boundary Adjustment Act of 2004,,
Mount Rogers National Recreation Area Act,,
Mount Rushmore Commemorative Coin Act,,
Mount Rushmore Memorial Act of 1938,,
"Mount St. Helens National Volcanic Monument Completion Act	",,
"Mount Stevens and Ted Stevens Icefield Designation Act	",,
"Mountain Park Project Act of 1994	",,
Mrs. Murphy (Civil Rights Act) Exemption ,,
Muhammad Ali Boxing Reform Act,,
Multiemployer Pension Plan Amendments Act of 1980,,
Multifamily Assisted Housing Reform and Affordability Act of 1997,,
Multifamily Housing Finance Improvement Act,,
Multifamily Housing Property Disposition Reform Act of 1994,,
Multifamily Mortgage Foreclosure Act of 1981,,
Multilateral Development Banks Procurement Act of 1988,,
Multilateral Export Control Enhancement Amendments Act,,
Multilateral Investment Guarantee Agency Act,,
Multinational Force and Observers Participation Resolution,,
Multinational Force in Lebanon Resolution,,
Multinational Species Conservation Funds Reauthorization Act of 2007,,
Multinational Species Conservation Funds Semipostal Stamp Act of 2010,,
"Multiparty, Multiforum Trial Jurisdiction Act of 2002",,
Multiple Mineral Development Act,,
Multiple Use Law,"See Multiple Mineral Development Act	",
Multiple-Use Sustained-Yield Act of 1960,,
Municipal Bankruptcy Act,,
Municipal Bankruptcy Extension Act,,
Municipal Wastewater Treatment Construction Grant Amendments of 1981,,
Munition Manufacturer's Tax Act of 1916,,
Muscle Shoals Act,See Tennessee Valley Authority Act of 1933,
Muscle Shoals National Heritage Area Study Act of 2002,,
Musconetcong Wild and Scenic Rivers Act,,
"Muscular Dystrophy Community Assistance, Research and Education Amendments of 2001",,"Also known as the MD-CARE Act	"
Museum and Library Services Act of 1996,,
Museum and Library Services Act of 2003,,
Museum and Library Services Act of 2010,,
Museum and Library Services Act,,
Museum and Library Services Technical and Conforming Amendments of 1997,,
Museum Services Act,,
"Mushroom Promotion, Research, and Consumer Information Act of 1990",,
Mustering-Out Payment Act of 1944,,
Mutual Defense Assistance Act,,
Mutual Defense Assistance Control Act of 1951,,
Mutual Educational and Cultural Exchange Act of 1961,,
Mutual Security Act of 1951,,
Mutual Security Act of 1952,,
Mutual Security Act of 1953,,
Mutual Security Act of 1954,,
Mutual Security Act of 1955,,
Mutual Security Act of 1956,,
Mutual Security Act of 1957,,
Mutual Security Act of 1958,,
Mutual Security Act of 1959,,
Mutual Security Act of 1960,,
"Mutual Security and Related Agencies Appropriation Act, 1961",,
"Mutual Security Appropriation Act, 1952",,
"Mutual Security Appropriation Act, 1953",,
"Mutual Security Appropriation Act, 1954",,
"Mutual Security Appropriation Act, 1955",,
"Mutual Security Appropriation Act, 1956",,
"Mutual Security Appropriation Act, 1957",,
"Mutual Security Appropriation Act, 1958",,
"Mutual Security Appropriation Act, 1959",,
"Mutual Security Appropriation Act, 1960",,
Mychal Judge Police and Fire Chaplains Public Safety Officers' Benefit Act of 2002,,
Myers Patent Act,,
NAFTA Worker Security Act,,
Nampa and Meridian Conveyance Act,,
Narcotic Addict Rehabilitation Act of 1966,,
"Narcotic Addict Rehabilitation Amendments of 1971	",,
"Narcotic Addict Treatment Act of 1974	",,
"Narcotic Control Act of 1956	",,
"Narcotic Drugs Import and Export Act	",,
Narcotics Control Trade Act,,
"Narcotics Manufacturing Act of 1960	",,
Narcotics Penalties and Enforcement Act of 1986,,
NASA Flexibility Act of 2004,,
National Advisory Committee on Oceans and Atmosphere Act of 1977,,
National Advisory Committee on Semiconductor Research and Development Act of 1988,,
National Advisory Council on the Public Service Act of 1990,,
National Aeronautics and Space Act of 1958,,
National Aeronautics and Space Act,,
"National Aeronautics and Space Administration Authorization Act, 1961	",,
"National Aeronautics and Space Administration Authorization Act, 1962	",,
"National Aeronautics and Space Administration Authorization Act, 1964	",,
"National Aeronautics and Space Administration Authorization Act, 1965	",,
"National Aeronautics and Space Administration Authorization Act, 1967	",,
"National Aeronautics and Space Administration Authorization Act, 1968	",,
"National Aeronautics and Space Administration Authorization Act, 1969	",,
"National Aeronautics and Space Administration Authorization Act, 1970	",,
"National Aeronautics and Space Administration Authorization Act, 1971	",,
"National Aeronautics and Space Administration Authorization Act, 1972	",,
"National Aeronautics and Space Administration Authorization Act, 1973	",,
"National Aeronautics and Space Administration Authorization Act, 1974	",,
"National Aeronautics and Space Administration Authorization Act, 1975	",,
"National Aeronautics and Space Administration Authorization Act, 1976	",,
"National Aeronautics and Space Administration Authorization Act, 1977	",,
"National Aeronautics and Space Administration Authorization Act, 1978	",,
"National Aeronautics and Space Administration Authorization Act, 1979	",,
"National Aeronautics and Space Administration Authorization Act, 1980	",,
"National Aeronautics and Space Administration Authorization Act, 1981	",,
"National Aeronautics and Space Administration Authorization Act, 1982	",,
"National Aeronautics and Space Administration Authorization Act, 1983	",,
"National Aeronautics and Space Administration Authorization Act, 1984	",,
"National Aeronautics and Space Administration Authorization Act, 1985	",,
"National Aeronautics and Space Administration Authorization Act for the fiscal year 1963	",,
"National Aeronautics and Space Administration Authorization Act of 1966	",,
"National Aeronautics and Space Administration Authorization Act of 1986	",,
"National Aeronautics and Space Administration Authorization Act of 1988	",,
"National Aeronautics and Space Administration Authorization Act of 2000	",,
"National Aeronautics and Space Administration Authorization Act of 2005	",,
"National Aeronautics and Space Administration Authorization Act of 2008	",,
"National Aeronautics and Space Administration Authorization Act of 2010	",,
"National Aeronautics and Space Administration Authorization Act, Fiscal Year 1989 ",,
"National Aeronautics and Space Administration Authorization Act, Fiscal Year 1991",,
"National Aeronautics and Space Administration Authorization Act, Fiscal Year 1992",,
"National Aeronautics and Space Administration Authorization Act, Fiscal Year 1993",,
National Aeronautics and Space Administration Federal Employment Reduction Assistance Act of 1996,,
National Agricultural Policy Commission Act of 1985,Renamed National Commission on Agriculture and Rural Development Policy Act of 1985,
"National Agricultural Research, Extension, and Teaching Policy Act Amendments of 1981 ",,
"National Agricultural Research, Extension, and Teaching Policy Act Amendments of 1985",,
"National Agricultural Research, Extension, and Teaching Policy Act of 1977",,
National Agricultural Weather Information System Act of 1990,,
National Air Museum Amendments Act of 1965,,
National All Schedules Prescription Electronic Reporting Act of 2005,,
National Alzheimer's Project Act,,
"National and Community Service Act of 1990	",,
"National and Community Service Act	",,
"National and Community Service Technical Amendment Act of 1992	",,
"National and Community Service Technical Amendments Act of 1991	",,
"National and Community Service Trust Act of 1993	",,
"National Antidrug Reorganization and Coordination Act	",,
"National Appliance Energy Conservation Act of 1987	",,
"National Appliance Energy Conservation Amendments of 1988	",,
"National Apprenticeship Act	",,
"National Aquaculture Act of 1980	",,
National Aquaculture Improvement Act of 1985,,
"National Archives Act	",,
"National Archives and Records Administration Act of 1984	",,
"National Archives and Records Administration Efficiency Act of 2004	",,
"National Archives Trust Fund Board Act	",,
"National Arthritis Act of 1974	",,
"National Arthritis Act Technical Amendments of 1976	",,
"National Arts and Cultural Development Act of 1964	",,
"National Assessment of Educational Progress Authorization Act	",,
"National Assessment of Educational Progress Improvement Act	",,
"National Aviation Day Act	",,
"National Aviation Heritage Area Act	",,
"National Bank Act	",,
"National Bank Consolidation and Merger Act	",,
"National Bank Receivership Act	",,
"National Bank Tax Act	",,
"National Bankruptcy Review Commission Act	",,
"National Banks Extension Act	",,
"National Bone Marrow Registry Reauthorization Act of 1998	",,
"National Breast and Cervical Cancer Early Detection Program Reauthorization Act of 2007	",,
"National Bureau of Standards Act	","Renamed National Institute of Standards and Technology Act	",
